reference_distance_m,open_loop_final_error_m,ekf_final_error_m,open_loop_drift_pct,ekf_drift_pct,is_low_motion,start_idx,duration_steps,dt_seconds,map_matched_ekf_drift_m,map_matched_ekf_drift_pct,map_matched_dr_drift_m,map_matched_dr_drift_pct,trip,duration_s,seed,excluded
965.2822987143894,25.6788299973282,22.73880260456209,2.6602404324132465,2.355663481537655,False,5513,30.0,1.0,22.73880260456209,2.355663481537655,25.6788299973282,2.6602404324132465,T2,30,123,False
1260.511660768123,479.7599411062579,472.3787669413788,38.06073010176714,37.47516041648702,False,5926,30.0,1.0,472.3787669413788,37.47516041648702,479.7599411062579,38.06073010176714,T2,30,123,False
1010.9915747542241,290.4942936697097,283.62150302333913,28.73360183444951,28.053794918349205,False,3999,30.0,1.0,283.62150302333913,28.053794918349205,290.4942936697097,28.73360183444951,T2,30,123,False
828.100163505916,192.5375243904118,194.24636354647882,23.25051157764157,23.45686815518798,False,3805,30.0,1.0,194.24636354647882,23.45686815518798,192.5375243904118,23.25051157764157,T2,30,2024,False
624.8222720694026,124.09240749323448,142.06381280509325,19.860432804714556,22.73667555648743,False,1530,30.0,1.0,142.06381280509325,22.73667555648743,124.09240749323448,19.860432804714556,T2,30,2024,False
981.2848188841269,99.43443187937038,101.62026877044362,10.133085722496222,10.355838265795411,False,6756,30.0,1.0,101.62026877044362,10.355838265795411,99.43443187937038,10.133085722496222,T2,30,2024,False
,,,,,,3542,,,,,,,T2,30,2024,True
658.261916865494,51.607243144168514,67.42871413643056,7.839925388652507,10.243447540989768,False,3838,30.0,1.0,67.42871413643056,10.243447540989768,51.607243144168514,7.839925388652507,T2,30,2024,False
602.2387461223136,101.07465221204652,105.56237778145555,16.78315333625486,17.528327172761486,False,2493,30.0,1.0,105.56237778145555,17.528327172761486,101.07465221204652,16.78315333625486,T2,30,2024,False
947.4813176483103,6.062112294106143,16.411688166101495,0.6398133853607338,1.7321384454139968,False,5375,30.0,1.0,16.411688166101495,1.7321384454139968,6.062112294106143,0.6398133853607338,T2,30,2024,False
795.4429504216423,191.36271548480477,191.34121914353761,24.05737776459879,24.054675328018547,False,1214,30.0,1.0,191.34121914353761,24.054675328018547,191.36271548480477,24.05737776459879,T2,30,2024,False
1137.4028026084138,251.62892294936745,249.41209807585508,22.12311437709711,21.928212019864603,False,6547,30.0,1.0,249.41209807585508,21.928212019864603,251.62892294936745,22.12311437709711,T2,30,2024,False
495.93836741406096,258.1098444672614,264.13887882955066,52.04474213461376,53.260424315794076,False,2532,30.0,1.0,264.13887882955066,53.260424315794076,258.1098444672614,52.04474213461376,T2,30,2024,False
899.693760470507,67.0735872890282,65.09462525960895,7.455157547602771,7.235198032891418,False,4481,30.0,1.0,65.09462525960895,7.235198032891418,67.0735872890282,7.455157547602771,T2,30,2024,False
891.5272498997672,227.70300278014867,220.3719300544927,25.54077879344113,24.71847384129523,False,1049,30.0,1.0,220.3719300544927,24.71847384129523,227.70300278014867,25.54077879344113,T2,30,2024,False
1130.625023461832,318.9249357616884,312.9398522634372,28.20784337367488,27.67848276568784,False,6024,30.0,1.0,312.9398522634372,27.67848276568784,318.9249357616884,28.20784337367488,T2,30,2024,False
1053.9003240683812,437.81459402892034,450.8849044614363,41.542315153564104,42.7824998402962,False,1337,30.0,1.0,450.8849044614363,42.7824998402962,437.81459402892034,41.542315153564104,T2,30,2024,False
787.8926992201127,90.46480388040021,96.6121201690577,11.481868529806896,12.262091051825736,False,1654,30.0,1.0,96.6121201690577,12.262091051825736,90.46480388040021,11.481868529806896,T2,30,2024,False
1960.5944634099483,275.2230459649362,275.6760237249953,14.03773452905996,14.060838631846789,False,7168,60.0,1.0,275.6760237249953,14.060838631846789,275.2230459649362,14.03773452905996,T2,60,42,False
2193.2650758217674,867.1166335293412,866.8834022702341,39.535423378063506,39.52478940309722,False,3910,60.0,1.0,866.8834022702341,39.52478940309722,867.1166335293412,39.535423378063506,T2,60,42,False
1736.9681038234392,320.47925003046277,320.70101984020823,18.450497123408265,18.46326476198823,False,4975,60.0,1.0,320.70101984020823,18.46326476198823,320.47925003046277,18.450497123408265,T2,60,42,False
1787.560408080541,116.42398321343614,114.03256676533071,6.513009724714741,6.379228710249708,False,5849,60.0,1.0,114.03256676533071,6.379228710249708,116.42398321343614,6.513009724714741,T2,60,42,False
1929.375077079047,321.61946206175486,318.93452826148484,16.66961835894898,16.530457558534017,False,4775,60.0,1.0,318.93452826148484,16.530457558534017,321.61946206175486,16.66961835894898,T2,60,42,False
1912.8036051001263,324.0968972744257,318.58727431338525,16.943553243536506,16.65551410839738,False,6262,60.0,1.0,318.58727431338525,16.65551410839738,324.0968972744257,16.943553243536506,T2,60,42,False
2269.6974207812727,445.0944208890981,436.479951512944,19.61029769051278,19.230755056447098,False,5501,60.0,1.0,436.479951512944,19.230755056447098,445.0944208890981,19.61029769051278,T2,60,42,False
2277.915971466029,636.335932962999,635.6833856744398,27.93500466803715,27.906357988496143,False,6183,60.0,1.0,635.6833856744398,27.906357988496143,636.335932962999,27.93500466803715,T2,60,42,False
1635.6367437918411,496.8572171787977,495.73471001822946,30.376990432909356,30.30836228764246,False,3708,60.0,1.0,495.73471001822946,30.30836228764246,496.8572171787977,30.376990432909356,T2,60,42,False
1769.468738063128,174.2500359159017,176.54040717161504,9.847590531982888,9.97702888861757,False,6476,60.0,1.0,176.54040717161504,9.97702888861757,174.2500359159017,9.847590531982888,T2,60,42,False
588.0238542082175,463.20329245985835,454.9889158347425,78.77287445822554,77.37592830266922,False,263,60.0,1.0,454.9889158347425,77.37592830266922,463.20329245985835,78.77287445822554,T2,60,42,False
1998.5662142490787,539.7054742348764,534.6074498830941,27.004633140846924,26.74954905529423,False,6014,60.0,1.0,534.6074498830941,26.74954905529423,539.7054742348764,27.004633140846924,T2,60,42,False
1902.2281556891182,260.9155579210021,253.49214928066206,13.716312480217733,13.326064411491675,False,4649,60.0,1.0,253.49214928066206,13.326064411491675,260.9155579210021,13.716312480217733,T2,60,42,False
2223.5839849198674,647.1749902809714,642.4231739023102,29.105039192135308,28.891338409484973,False,4629,60.0,1.0,642.4231739023102,28.891338409484973,647.1749902809714,29.105039192135308,T2,60,42,False
1566.065303929636,477.5781581389549,477.26991070442796,30.495417843725676,30.475734920302656,False,2927,60.0,1.0,477.26991070442796,30.475734920302656,477.5781581389549,30.495417843725676,T2,60,42,False
2319.737583628158,963.8145830080272,959.7441301597579,41.548431590291536,41.3729611889411,False,4096,60.0,1.0,959.7441301597579,41.3729611889411,963.8145830080272,41.548431590291536,T2,60,123,False
1905.3378597043375,296.0521121347935,299.8741209385357,15.538037552076652,15.738632359148575,False,4660,60.0,1.0,299.8741209385357,15.738632359148575,296.0521121347935,15.538037552076652,T2,60,123,False
1936.2366199960816,240.73483113244555,232.56472190524107,12.433130777835032,12.011172575886501,False,5515,60.0,1.0,232.56472190524107,12.011172575886501,240.73483113244555,12.433130777835032,T2,60,123,False
1409.647880251817,65.73490891672493,68.92200361126902,4.663214823902134,4.889306370535379,False,1582,60.0,1.0,68.92200361126902,4.889306370535379,65.73490891672493,4.663214823902134,T2,60,123,False
,,,,,,3548,,,,,,,T2,60,123,True
616.4937916884642,418.730990369166,420.1481107175046,67.92136368840603,68.1512314287538,False,248,60.0,1.0,420.1481107175046,68.1512314287538,418.730990369166,67.92136368840603,T2,60,123,False
1290.9193545050914,503.8797708801513,502.86905495510524,39.032629662085064,38.95433538897506,False,2498,60.0,1.0,502.86905495510524,38.95433538897506,503.8797708801513,39.032629662085064,T2,60,123,False
2282.123840806204,1172.4258293586886,1171.6219889569024,51.3743298411232,51.33910649401938,False,4339,60.0,1.0,1171.6219889569024,51.33910649401938,1172.4258293586886,51.3743298411232,T2,60,123,False
1822.6106719322263,460.4231452240384,461.9777680746437,25.261738686953066,25.347035172623105,False,4228,60.0,1.0,461.9777680746437,25.347035172623105,460.4231452240384,25.261738686953066,T2,60,123,False
1578.7738538771182,438.79009911027697,439.33834232552005,27.79309386412157,27.827819750536314,False,1430,60.0,1.0,439.33834232552005,27.827819750536314,438.79009911027697,27.79309386412157,T2,60,123,False
1775.957944383989,317.25227948433246,312.778506985193,17.86372703743134,17.61181946758789,False,1839,60.0,1.0,312.778506985193,17.61181946758789,317.25227948433246,17.86372703743134,T2,60,123,False
581.8448047928279,581.3510590660763,574.8597600579986,99.9151413361975,98.79950036894867,False,352,60.0,1.0,574.8597600579986,98.79950036894867,581.3510590660763,99.9151413361975,T2,60,123,False
1166.269783013998,586.5117067435153,588.5183196466213,50.289539803371184,50.461593725399446,False,2455,60.0,1.0,588.5183196466213,50.461593725399446,586.5117067435153,50.289539803371184,T2,60,123,False
1588.0375461891808,438.3409908542149,437.4334051414608,27.602684326079274,27.545532924657305,False,1036,60.0,1.0,437.4334051414608,27.545532924657305,438.3409908542149,27.602684326079274,T2,60,123,False
1037.6464418462406,770.0480589862666,773.1072119309508,74.21102486663497,74.50584136879935,False,2420,60.0,1.0,773.1072119309508,74.50584136879935,770.0480589862666,74.21102486663497,T2,60,123,False
2193.069344913208,628.6055807120985,633.7871719224155,28.663278804664326,28.899550002487402,False,4698,60.0,1.0,633.7871719224155,28.899550002487402,628.6055807120985,28.663278804664326,T2,60,2024,False
,,,,,,3157,,,,,,,T2,60,2024,True
,,,,,,3320,,,,,,,T2,60,2024,True
1362.153907108718,544.9970531109553,545.163394519418,40.00994676642346,40.02215841208219,False,1060,60.0,1.0,545.163394519418,40.02215841208219,544.9970531109553,40.00994676642346,T2,60,2024,False
2139.184737383844,413.25264116421965,412.1327441149527,19.31823062974985,19.26587904787401,False,4518,60.0,1.0,412.1327441149527,19.26587904787401,413.25264116421965,19.31823062974985,T2,60,2024,False
2055.080353908368,443.05176289492323,447.56437916872704,21.558853504308185,21.778436951019728,False,6817,60.0,1.0,447.56437916872704,21.778436951019728,443.05176289492323,21.558853504308185,T2,60,2024,False
746.7314270499674,262.86839433879356,271.40432414168606,35.20253531812366,36.345641057842485,False,211,60.0,1.0,271.40432414168606,36.345641057842485,262.86839433879356,35.20253531812366,T2,60,2024,False
1820.5150816279936,438.5773479018787,439.2898149154242,24.090838484550282,24.12997394795487,False,4237,60.0,1.0,439.2898149154242,24.12997394795487,438.5773479018787,24.090838484550282,T2,60,2024,False
1487.8236478857643,96.69653290178198,92.92483325625,6.49919316978126,6.245688686847972,False,1852,60.0,1.0,92.92483325625,6.245688686847972,96.69653290178198,6.49919316978126,T2,60,2024,False
1904.5304775226439,671.6305946640858,673.278229534178,35.26489087944252,35.35140222118987,False,1684,60.0,1.0,673.278229534178,35.35140222118987,671.6305946640858,35.26489087944252,T2,60,2024,False
1515.8077920742144,454.9715485232376,455.7774786981098,30.01512136975227,30.068289731802277,False,597,60.0,1.0,455.7774786981098,30.068289731802277,454.9715485232376,30.01512136975227,T2,60,2024,False
2000.677941449218,361.6323584081332,367.5621058276437,18.075490858172802,18.371877762664546,False,6490,60.0,1.0,367.5621058276437,18.371877762664546,361.6323584081332,18.075490858172802,T2,60,2024,False
1934.4324985379412,312.2136403389983,311.6128250781401,16.13980537315061,16.108746379812136,False,6251,60.0,1.0,311.6128250781401,16.108746379812136,312.2136403389983,16.13980537315061,T2,60,2024,False
2104.9919770402194,685.0112130400922,685.5179327599307,32.54222441281086,32.56629670027634,False,4915,60.0,1.0,685.5179327599307,32.56629670027634,685.0112130400922,32.54222441281086,T2,60,2024,False
,,,,,,3516,,,,,,,T2,60,2024,True
2660.145353575644,1138.5826651251557,1141.945285536079,42.80152073625321,42.927928129984664,False,2276,90.0,1.0,1141.945285536079,42.927928129984664,1138.5826651251557,42.80152073625321,T2,90,42,False
3040.6504284604825,711.0650679487951,708.0224491434586,23.38529484656399,23.28523011117522,False,6047,90.0,1.0,708.0224491434586,23.28523011117522,711.0650679487951,23.38529484656399,T2,90,42,False
2526.702861013046,689.2569822075177,689.1605953912433,27.278909318651333,27.275094591650323,False,2124,90.0,1.0,689.1605953912433,27.275094591650323,689.2569822075177,27.278909318651333,T2,90,42,False
2837.817070685919,708.6289884299615,708.4283851040373,24.970918518672566,24.963849587838492,False,5522,90.0,1.0,708.4283851040373,24.963849587838492,708.6289884299615,24.970918518672566,T2,90,42,False
2856.689924522276,342.0944239945892,343.1975101223237,11.975203225873301,12.013817361704616,False,6486,90.0,1.0,343.1975101223237,12.013817361704616,342.0944239945892,11.975203225873301,T2,90,42,False
2230.0604120315097,281.2164289967841,274.84345258491226,12.610260577676701,12.32448462391829,False,1860,90.0,1.0,274.84345258491226,12.32448462391829,281.2164289967841,12.610260577676701,T2,90,42,False
3282.582183592747,1215.3996868240345,1218.5964244507672,37.025719962136456,37.12310480881938,False,4148,90.0,1.0,1218.5964244507672,37.12310480881938,1215.3996868240345,37.025719962136456,T2,90,42,False
3218.5175727435326,1295.5491123259617,1295.8102680144646,40.252976193061706,40.26109035377702,False,4017,90.0,1.0,1295.8102680144646,40.26109035377702,1295.5491123259617,40.252976193061706,T2,90,42,False
3196.1999519869673,760.7024150578983,772.7555636788056,23.800213581287235,24.177322297949793,False,5091,90.0,1.0,772.7555636788056,24.177322297949793,760.7024150578983,23.800213581287235,T2,90,42,False
2200.133304497854,1259.132155150919,1256.1612399997766,57.22981205624248,57.09477864053677,False,2939,90.0,1.0,1256.1612399997766,57.09477864053677,1259.132155150919,57.22981205624248,T2,90,42,False
3229.0003034475812,779.3524373286667,784.1740414098037,24.136028618410396,24.285350502214154,False,6232,90.0,1.0,784.1740414098037,24.285350502214154,779.3524373286667,24.136028618410396,T2,90,42,False
1821.5335906715352,1077.4169890609041,1076.5786889620815,59.14889489705752,59.10287323140634,False,2484,90.0,1.0,1076.5786889620815,59.10287323140634,1077.4169890609041,59.14889489705752,T2,90,42,False
3188.339941009955,442.06839602588207,441.60961123382435,13.865158803795877,13.850769347196328,False,5329,90.0,1.0,441.60961123382435,13.850769347196328,442.06839602588207,13.865158803795877,T2,90,42,False
2514.3661379752384,307.150579116329,309.809233009468,12.215825470974183,12.32156400495237,False,1839,90.0,1.0,309.809233009468,12.32156400495237,307.150579116329,12.215825470974183,T2,90,42,False
2629.7348652040614,665.1964889582223,656.799134856145,25.29519221728098,24.97586899526386,False,1287,90.0,1.0,656.799134856145,24.97586899526386,665.1964889582223,25.29519221728098,T2,90,42,False
2861.4888279073766,822.9737347429084,823.409633509282,28.760333666749062,28.775566952377247,False,6007,90.0,1.0,823.409633509282,28.775566952377247,822.9737347429084,28.760333666749062,T2,90,123,False
3215.4523072133156,584.5972698195748,580.3691575080593,18.180872050508448,18.0493785028657,False,5233,90.0,1.0,580.3691575080593,18.0493785028657,584.5972698195748,18.180872050508448,T2,90,123,False
2074.6887359700804,970.0102382086809,975.0763275896412,46.75449484980814,46.99868036511589,False,2972,90.0,1.0,975.0763275896412,46.99868036511589,970.0102382086809,46.75449484980814,T2,90,123,False
3160.0757980621793,963.0213202572249,965.7842587520024,30.47462724937701,30.562059914646362,False,6915,90.0,1.0,965.7842587520024,30.562059914646362,963.0213202572249,30.47462724937701,T2,90,123,False
2494.7744966542523,212.11318167619064,217.35731084656092,8.502298783343187,8.712503319961757,False,1852,90.0,1.0,217.35731084656092,8.712503319961757,212.11318167619064,8.502298783343187,T2,90,123,False
1706.366134494022,166.49768728917488,172.14914031207402,9.757442082530861,10.088640229789858,False,2373,90.0,1.0,172.14914031207402,10.088640229789858,166.49768728917488,9.757442082530861,T2,90,123,False
2999.4114939369965,856.21105020098,854.0268495869013,28.54596816514583,28.4731471928153,False,6281,90.0,1.0,854.0268495869013,28.4731471928153,856.21105020098,28.54596816514583,T2,90,123,False
2270.06838451824,520.1631191394576,519.3553870018208,22.913984560418786,22.878402718781523,False,3863,90.0,1.0,519.3553870018208,22.878402718781523,520.1631191394576,22.913984560418786,T2,90,123,False
2821.4907127311994,595.7665753302491,596.3027876301694,21.1153122936757,21.134316868012977,False,6520,90.0,1.0,596.3027876301694,21.134316868012977,595.7665753302491,21.1153122936757,T2,90,123,False
3257.2959865744638,1301.9152752034986,1297.3157642817237,39.96920392158338,39.827997505564305,False,4107,90.0,1.0,1297.3157642817237,39.827997505564305,1301.9152752034986,39.96920392158338,T2,90,123,False
3158.1559720891905,610.9791386916356,609.772263663867,19.346072331173033,19.307857783239534,False,5617,90.0,1.0,609.772263663867,19.307857783239534,610.9791386916356,19.346072331173033,T2,90,123,False
3188.339941009955,442.06839602588207,441.60961123382435,13.865158803795877,13.850769347196328,False,5329,90.0,1.0,441.60961123382435,13.850769347196328,442.06839602588207,13.865158803795877,T2,90,123,False
2931.5778322740634,959.9448664619329,963.3501082040933,32.74498994684002,32.86114724973241,False,3993,90.0,1.0,963.3501082040933,32.86114724973241,959.9448664619329,32.74498994684002,T2,90,123,False
1630.0748789671738,1059.4266010623553,1051.8684367118112,64.99251137061968,64.52884160623849,False,2400,90.0,1.0,1051.8684367118112,64.52884160623849,1059.4266010623553,64.99251137061968,T2,90,123,False
2614.8302379240167,656.6478786158107,656.1771631298582,25.11244780223824,25.094446041392526,False,1283,90.0,1.0,656.1771631298582,25.094446041392526,656.6478786158107,25.11244780223824,T2,90,123,False
3093.1220338722655,631.3625484531264,631.7736775623013,20.41182150394262,20.425113223592625,False,6066,90.0,1.0,631.7736775623013,20.425113223592625,631.3625484531264,20.41182150394262,T2,90,2024,False
1834.3639412315395,785.0387872413166,794.1764537471794,42.79623958996186,43.294377734769036,False,2650,90.0,1.0,794.1764537471794,43.294377734769036,785.0387872413166,42.79623958996186,T2,90,2024,False
2660.2941366131386,728.3681854622056,719.4355449256333,27.379235079227076,27.04345865459666,False,1165,90.0,1.0,719.4355449256333,27.04345865459666,728.3681854622056,27.379235079227076,T2,90,2024,False
3278.103343534777,797.6411421940159,791.7875729486099,24.332397688656144,24.15383195621971,False,6204,90.0,1.0,791.7875729486099,24.15383195621971,797.6411421940159,24.332397688656144,T2,90,2024,False
1892.9103070983115,1528.4537752446417,1527.419539508597,80.74623343287965,80.69159609839178,False,2451,90.0,1.0,1527.419539508597,80.69159609839178,1528.4537752446417,80.74623343287965,T2,90,2024,False
1774.9904169807623,519.0053559095037,522.1633668806244,29.23989622390895,29.417813295511653,False,3004,90.0,1.0,522.1633668806244,29.417813295511653,519.0053559095037,29.23989622390895,T2,90,2024,False
3249.0039658023397,666.2497876424211,669.6563875881988,20.506278067219625,20.611128660867223,False,6739,90.0,1.0,669.6563875881988,20.611128660867223,666.2497876424211,20.506278067219625,T2,90,2024,False
2379.3862236296955,897.1323544246723,900.6359123575531,37.70436028902104,37.8516065787611,False,2283,90.0,1.0,900.6359123575531,37.8516065787611,897.1323544246723,37.70436028902104,T2,90,2024,False
2556.503221531817,611.2619068424676,607.7996942270269,23.91007770669692,23.77465004181934,False,909,90.0,1.0,607.7996942270269,23.77465004181934,611.2619068424676,23.91007770669692,T2,90,2024,False
2800.2019397071954,621.2163685798503,618.8110892892647,22.184698887995488,22.09880225116804,False,5054,90.0,1.0,618.8110892892647,22.09880225116804,621.2163685798503,22.184698887995488,T2,90,2024,False
3328.3353291171757,1283.227562846483,1274.3442906372268,38.554635755011276,38.287737401004016,False,4097,90.0,1.0,1274.3442906372268,38.287737401004016,1283.227562846483,38.554635755011276,T2,90,2024,False
,,,,,,3236,,,,,,,T2,90,2024,True
2170.5416963382313,171.59759946401672,169.93263979019412,7.90574996801522,7.829042864132744,False,657,90.0,1.0,169.93263979019412,7.829042864132744,171.59759946401672,7.90574996801522,T2,90,2024,False
3150.1861182001685,800.0615755175427,806.1470257890567,25.397279573266957,25.590457056856113,False,4660,90.0,1.0,806.1470257890567,25.590457056856113,800.0615755175427,25.397279573266957,T2,90,2024,False
2982.0332779558526,456.31793058938337,469.74763304717914,15.302241392228316,15.752595268460096,False,5013,90.0,1.0,469.74763304717914,15.752595268460096,456.31793058938337,15.302241392228316,T2,90,2024,False
